ID,Train_Station,Street_Name,Street_Type,Entrance_Type,LAT,LONG,Exit_Number
716,Parramatta,Liverpool-Parramatta,T-way,Stairs,-33.81819896,151.0058847,
717,Parramatta,Station,St,Stairs,-33.8178785,151.0063215,
718,Parramatta,Liverpool-Parramatta,T-way,Lift,-33.81737628,151.0046956,
719,Parramatta,Liverpool-Parramatta,T-way,Stairs,-33.8172046,151.0044433,
720,Parramatta,Liverpool-Parramatta,T-way,Stairs,-33.81753109,151.005003,
721,Parramatta,Liverpool-Parramatta,T-way,Escalators,-33.81757268,151.0045096,
722,Paterson,Main,St,Stairs,-32.60237058,151.6147645,
723,Pendle Hill,Joyce,St,Path,-33.80130891,150.9558506,
724,Pendle Hill,Joyce,St,Ramp,-33.80135205,150.9559293,
725,Pendle Hill,Wentworth,Ave,Ramp,-33.80167682,150.9570035,
726,Pendle Hill,Wentworth,Ave,Stairs,-33.80127175,150.956549,
727,Pennant Hills,Railway,St,Ramp,-33.73816108,151.0725647,
728,Pennant Hills,Railway,St,Stairs,-33.7379301,151.0727775,
729,Pennant Hills,Yarrara,Rd,Path,-33.73771583,151.0726063,
730,Pennant Hills,Yarrara,Rd,Stairs,-33.73772306,151.0725732,
731,Pennant Hills,Railway,St,Lift,-33.73795586,151.0726265,
732,Pennant Hills,Yarrara,Rd,Lift,-33.73786579,151.0724987,
733,Penrith,Jane,St,Stairs,-33.75018886,150.6961967,
734,Penrith,Jane,St,Lift,-33.75028162,150.6964333,
735,Penrith,Jane,St,Stairs,-33.75029054,150.6964713,
736,Penrith,Combewood,Ave,Lift,-33.74985115,150.6965045,
737,Penrith,Combewood,Ave,Stairs,-33.74985862,150.6965761,
738,Penrose,Penrose,Rd,Path,-34.67230549,150.2122744,
739,Penrose,Kareela,Rd,Path,-34.6721605,150.212086,
740,Penshurst,Laycock,Rd,Stairs,-33.96631991,151.0887138,
741,Penshurst,Laycock,Rd,Ramp,-33.96633248,151.088801,
742,Penshurst,Bridge,Rd,Lift,-33.96609707,151.0886682,
743,Penshurst,Bridge,Rd,Stairs,-33.96608121,151.0888374,
744,Petersham,Trafalgar,St,Stairs,-33.89402275,151.1557675,
745,Petersham,Terminus,St,Stairs,-33.8936064,151.1555418,
746,Picton,Prince,St,Stairs,-34.17968277,150.6127042,
747,Picton,Prince,St,Stairs,-34.17964863,150.612881,
748,Picton,Station,St,Lift,-34.17921166,150.6126647,
749,Picton,Station,St,Stairs,-34.17927875,150.6127309,
750,Point Clare,Kurrawa,Ave,Stairs,-33.44630072,151.3285267,
751,Point Clare,Brisbane Water,Dr,Stairs,-33.44618258,151.3282641,
752,Point Clare,Brisbane Water,Dr,Ramp,-33.44621399,151.3282199,
753,Port Kembla,Old Port,Rd,Ramp,-34.47718852,150.9028567,
754,Port Kembla North,Flinders,St,Stairs,-34.47312925,150.8870415,
755,Port Kembla North,Flinders,St,Stairs,-34.47297995,150.8873269,
756,Punchbowl,Punchbowl,Rd,Stairs,-33.92525226,151.0555798,
757,Punchbowl,The Boulevarde,,Stairs,-33.92556758,151.0555716,
758,Pymble,Pacific,Hwy,Stairs,-33.74498339,151.1421989,
759,Pymble,Grandview,St,Stairs,-33.74463831,151.1422732,
760,Pyrmont Bay LR,Murray,St,Path,-33.86953485,151.197708,
761,Quakers Hill,Railway,Pde,Stairs,-33.72721417,150.8858872,
762,Quakers Hill,Railway,Pde,Lift,-33.72743142,150.8860389,
763,Quakers Hill,Pearce,Rd,Stairs,-33.72721559,150.8862174,
764,Quakers Hill,Pearce,Rd,Lift,-33.72731055,150.886272,
765,QVB LR,George,St,Path,-33.87157838,151.2068633,
766,QVB LR,George,St,Path,-33.87157719,151.2070846,
767,Randwick LR,High,St,Path,-33.91719767,151.2410526,
768,Randwick LR,High,St,Path,-33.91711201,151.2400461,
769,Randwick LR,High,St,Path,-33.91700969,151.2400675,
770,Redfern,Gibbons,St,Path,-33.8920298,151.1995113,
771,Redfern,Lawson,St,Path,-33.891563,151.198824,
772,Redfern,Marian,St,Stairs,-33.89270463,151.1981812,
773,Regents Park,Amy,St,Path,-33.8833513,151.0241784,
774,Regents Park,Park,Rd,Ramp,-33.88324672,151.0237008,
775,Regents Park,Park,Rd,Stairs,-33.88311577,151.0237932,
776,Revesby,Blamey,St,Lift,-33.95273626,151.0152327,
777,Revesby,Blamey,St,Stairs,-33.95270727,151.0154862,
778,Revesby,Marco,Ave,Stairs,-33.95231174,151.0152774,
779,Revesby,Marco,Ave,Lift,-33.95235886,151.0153198,
780,Rhodes,Walker,St,Stairs,-33.83064015,151.0868216,
781,Rhodes,Blaxland,Rd,Lift,-33.83064963,151.0872234,
782,Rhodes,Blaxland,Rd,Stairs,-33.83067679,151.0872367,
783,Rhodes,Walker,St,Lift,-33.83045691,151.0868768,
784,Richmond,E Market,St,Stairs,-33.59877109,150.7523098,
785,Richmond,E Market,St,Ramp,-33.5988545,150.7522539,
786,Riverstone,Garfield,Rd W,Path,-33.67985685,150.8605208,
787,Riverstone,Garfield,Rd W,Path,-33.67976814,150.860729,
788,Riverstone,Riverstone,Pde,Path,-33.67905167,150.8604401,
789,Riverwood,Belmore,Rd,Stairs,-33.95160087,151.0525497,
790,Riverwood,Belmore,Rd,Path,-33.9514708,151.0525622,
791,Rockdale,Geeves,Lane,Stairs,-33.9523035,151.1369871,
792,Rockdale,Geeves,Lane,Stairs,-33.95258099,151.1368441,
793,Rockdale,Geeves,Lane,Lift,-33.95248742,151.1368614,
794,Rockdale,Railway,St,Ramp,-33.95191037,151.1364413,
795,Rockdale,Railway,St,Stairs,-33.95221004,151.1362805,
796,Rooty Hill,Beames,Ave,Ramp,-33.77201339,150.844247,
797,Rooty Hill,Beames,Ave,Stairs,-33.77188219,150.8444618,
798,Rooty Hill,North ,Pde,Stairs,-33.7714864,150.8442846,
799,Rooty Hill,Rooty Hill North,Rd,Ramp,-33.77124814,150.8438721,
800,Rosehill,James Ruse,Dr,Ramp,-33.82308432,151.0218152,
801,Rosehill,James Ruse,Dr,Stairs,-33.82303843,151.0222311,
802,Rosehill,James Ruse,Dr,Stairs,-33.82322002,151.0222102,
803,Roseville,Hill,St,Ramp,-33.78434859,151.1778664,
804,Roseville,Pacific,Hwy,Ramp,-33.7846798,151.177749,
805,Rouse Hill,Tempus,St,Lift,-33.69154816,150.9239461,
806,Rouse Hill,Tempus,St,stairs,-33.69171876,150.9239971,
807,Rouse Hill,Tempus,St,Escalators,-33.69165175,150.9241107,
808,Royal Randwick LR,Alison,Rd,Path,-33.90508663,151.2283727,
809,Royal Randwick LR,Alison,Rd,Path,-33.90467736,151.2280967,
810,Royal Randwick LR,Alison,Rd,Path,-33.9054721,151.2298385,
811,Royal Randwick LR,Alison,Rd,Path,-33.90539596,151.229227,
812,Rozelle Bay LR,The Crescent,,Stairs,-33.8717488,151.1728699,
813,Rozelle Bay LR,Bayview,Cres,Ramp,-33.87185725,151.1729488,
814,Rozelle Bay LR,Bayview,Cres,Ramp,-33.8719533,151.1729143,
815,Rydalmere,Brodie,St,Path,-33.81015641,151.0294797,
816,Sandgate,Astra,St,Stairs,-32.87279417,151.7028016,
817,Scarborough,Railway,Ave,Stairs,-34.26551615,150.9651941,
818,Scarborough,Railway,Ave,Stairs,-34.2656783,150.9654965,
819,Schofields,Railway,Tce,Stairs,-33.70418713,150.8739328,
820,Schofields,Railway,Tce,Lift,-33.7044383,150.8740174,
821,Schofields,Railway,Tce,Path,-33.70483553,150.8742383,
822,Schofields,Bridge,St,Lift,-33.70454498,150.8736108,
823,Schofields,Bridge,St,Stairs,-33.7043178,150.8735269,
824,Scone,Susan,St,Path,-32.04670656,150.8670728,
825,Sefton,Helen,St,Stairs,-33.88516069,151.0116714,
826,Sefton,Wellington,Rd,Stairs,-33.88543207,151.0116221,
827,Sefton,Wellington,Rd,Lift,-33.88549648,151.0117978,
828,Sefton,Helen,St,Lift,-33.88516272,151.0118417,
829,Seven Hills,Prospect,Hwy,Lift,-33.77407161,150.9360893,
830,Seven Hills,Prospect,Hwy,Ramp,-33.77410285,150.9359253,
831,Seven Hills,The Hills,Cres,Lift,-33.77455756,150.9361722,
832,Seven Hills,The Hills,Cres,Ramp,-33.77452,150.935432,
833,Seven Hills,Prospect,Hwy,Stairs,-33.77410577,150.9361911,
834,Shellharbour,Piper,Dr,Stairs,-34.59128718,150.8446519,
835,Shellharbour,Piper,Dr,Lift,-34.59122591,150.8446697,
836,Shellharbour,Piper,Dr,Stairs,-34.5913074,150.8448018,
837,Shellharbour,Piper,Dr,Lift,-34.59125149,150.8448185,
838,Singleton,Munro,St,Path,-32.57183342,151.1654861,
839,Singleton,Munro,St,Ramp,-32.5718537,151.1655409,
840,Singleton,Munro,St,Ramp,-32.57196082,151.1656827,
841,Springwood,Macquarie ,Rd,Stairs,-33.69918984,150.5636973,
842,Springwood,Macquarie ,Rd,Ramp,-33.69936145,150.5635226,
843,Springwood,Station,St,Ramp,-33.69896475,150.5633045,
844,St James,James,Rd,Ramp,-33.87003326,151.2112893,
845,St James,James,Rd,Stairs,-33.86992775,151.2114985,
846,St James,Elizabeth,St,Lift,-33.870678,151.2104842,
847,St James,Elizabeth,St,Stairs,-33.87074951,151.2104486,
848,St Leonards,Sergeants,Lane,Lift,-33.82222391,151.1947607,
849,St Leonards,Sergeants,Lane,Stairs,-33.82224634,151.1947629,
850,St Leonards,Herbert,St,Lift,-33.82243079,151.1933676,
851,St Leonards,Herbert,St,Stairs,-33.82246257,151.1934322,
852,St Leonards,Herbert,St,Stairs,-33.82231649,151.1936088,
853,St Leonards,Herbert,St,Lift,-33.82232319,151.1936479,
854,St Marys,Station,St,Stairs,-33.76231824,150.774872,
855,St Marys,Station,St,Lift,-33.76235089,150.7750575,
856,St Marys,Forrester,Rd,Stairs,-33.76188001,150.7749259,
857,St Marys,Forrester,Rd,Lift,-33.76189765,150.7751589,
858,St Peters,Lord,St,Path,-33.90694267,151.1806495,
859,St Peters,May,Lane,Path,-33.90745391,151.1808612,
860,Stanmore,Trafalgar,St,Ramp,-33.89467603,151.1641571,
861,Stanmore,Douglas,St,Ramp,-33.89416485,151.1642047,
862,Stanwell Park,Railway,Cres,Stairs,-34.22618328,150.9812344,
863,Stanwell Park,Railway,Cres,Stairs,-34.22614425,150.9810046,
864,Strathfield,Everton,Rd,Stairs,-33.87134403,151.0944811,
865,Strathfield,Strathfield,Sq,Ramp,-33.87220808,151.0942838,
866,Strathfield,Albert,Rd,Ramp,-33.87185964,151.0938299,
867,Strathfield,Everton,Rd,Lift,-33.87146835,151.0946037,
868,Summer Hill,Carlton,Cres,Stairs,-33.89044157,151.1386413,
869,Summer Hill,Carlton,Cres,Ramp,-33.89043171,151.1386155,
870,Summer Hill,Carlton,Cres,Lift,-33.89053286,151.1389072,
871,Summer Hill,Grosvenor ,Cres,Stairs,-33.8901592,151.1389449,
872,Summer Hill,Grosvenor ,Cres,Lift,-33.89010644,151.1387528,
873,Surry Hills LR,Devonshire,St,Path,-33.88764807,151.2109881,
874,Surry Hills LR,Devonshire,St,Path,-33.88797168,151.2114901,
875,Surry Hills LR,Devonshire,St,Path,-33.8883286,151.2122111,
876,Surry Hills LR,Devonshire,St,Path,-33.88830004,151.2123729,
877,Sutherland,East,Pde,Path,-34.0315567,151.0573425,
878,Sutherland,East,Pde,Lift,-34.0315702,151.0574323,
879,Sutherland,East,Pde,Stairs,-34.03183438,151.0569098,
880,Sutherland,East,Pde,Ramp,-34.03183438,151.0569098,
881,Sydenham,Gleeson,Ave,Lift,-33.91491191,151.1661011,
882,Sydenham,Gleeson,Ave,Path,-33.9148634,151.1660472,
883,Tahmoor,George ,St,Path,-34.22358755,150.5902412,
884,Tahmoor,Pitt,St,Path,-34.22346581,150.5898308,
885,Tallawong,Themeda,Ave,Escalators,-33.69163014,150.9060224,
886,Tallawong,Themeda,Ave,Lift,-33.69168542,150.9058784,
887,Tallong,Railway,Pde,Path,-34.71837568,150.0860928,
888,Tarro,Woodberry ,Rd,Stairs,-32.80889516,151.6693728,
889,Tarro,Woodberry ,Rd,Stairs,-32.80882092,151.6694636,
890,Tascott,Glenrock,Pde,Stairs,-33.45094989,151.3183448,
891,Tascott,Glenrock,Pde,Ramp,-33.45077303,151.3187403,
892,Tascott,Brisbane Water,Dr,Stairs,-33.45088295,151.318787,
893,Tascott,Brisbane Water,Dr,Ramp,-33.45083997,151.3188156,
894,Taverners Hill LR,Parramatta ,Rd,Lift,-33.8895669,151.145176,
895,Taverners Hill LR,Parramatta ,Rd,Stairs,-33.88963067,151.1450837,
896,Taverners Hill LR,Parramatta ,Rd,Stairs,-33.8898685,151.1450731,
897,Taverners Hill LR,Parramatta ,Rd,Lift,-33.88990657,151.1451041,
898,Telarah,Johnson,St,Ramp,-32.72323179,151.5398951,
899,Telarah,Johnson,St,Stairs,-32.72337822,151.5398859,
900,Telopea,Adderton,Rd,Ramp,-33.79402152,151.0412637,
901,Telopea,Adderton,Rd,Stairs,-33.79411509,151.0411954,
902,Telopea,Sturt,St,Path,-33.7945703,151.0413839,
903,Telopea,Sturt,St,Ramp,-33.79424948,151.0415241,
904,Telopea,Sturt,St,Path,-33.79400629,151.041781,
905,Tempe,Richardson,Cres,Stairs,-33.92358032,151.1564713,
906,Tempe,Richardson,Cres,Stairs,-33.92389629,151.1563979,
907,Tempe,Griffith,St,Stairs,-33.92369195,151.1567982,
908,Tempe,Griffith,St,Stairs,-33.92394727,151.15675,
909,Teralba,William,St,Path,-32.962727,151.6039263,
910,Teralba,William,St,Ramp,-32.96276877,151.60415,
911,Teralba,Railway,St,Stairs,-32.96216248,151.6036419,
912,The Star LR,Pirrama,Rd,Path,-33.8672709,151.1957096,
913,Thirroul,Railway,Pde,Path,-34.31788392,150.918865,
914,Thirroul,Railway,Pde,Stairs,-34.31795869,150.9188517,
915,Thirroul,Station,St,Lift,-34.31799787,150.9192528,
916,Thirroul,Station,St,Stairs,-34.31786015,150.9193757,
917,Thornleigh,Railway,Pde,Path,-33.73207901,151.0783738,
918,Thornleigh,Railway,Pde,Stairs,-33.73211866,151.0783327,
919,Thornleigh,The Esplanade,,Stairs,-33.73180916,151.0781183,
920,Thornton,Karuah ,St,Lift,-32.78356119,151.6399551,
921,Thornton,Karuah ,St,Stairs,-32.78357334,151.6399935,
922,Toongabbie,Portice,Pde,Ramp,-33.78714281,150.9511669,
923,Toongabbie,Wentworth,Ave,Ramp,-33.78699939,150.9516071,
924,Town Hall,George,St,Stairs,-33.87416617,151.2066678,4
925,Town Hall,George,St,Stairs,-33.87300204,151.2066961,5
926,Town Hall,George,St,Stairs,-33.87317129,151.2071252,2
927,Town Hall,George,St,Stairs,-33.87357692,151.2070647,2
928,Town Hall,George,St,Stairs,-33.87394872,151.2070088,2
929,Town Hall,George,St,Lift,-33.87389408,151.2070208,2
930,Town Hall,George,St,Stairs,-33.87324335,151.2067182,5
931,Town Hall,George,St,Stairs,-33.87370422,151.206619,5
932,Town Hall,Kent,St,Path,-33.87346213,151.2056759,5
933,Town Hall LR,George,St,Path,-33.87386266,151.2067752,
934,Town Hall LR,George,St,Path,-33.87388289,151.2069656,
935,Towradgi,Towradgi,Rd,Ramp,-34.38412652,150.9013586,
936,Towradgi,Towradgi,Rd,Ramp,-34.38408404,150.9016675,
937,Tuggerah,Bryant,Dr,Ramp,-33.3077456,151.4204201,
938,Tuggerah,Bryant,Dr,Stairs,-33.3077456,151.4204201,
939,Tuggerah,Pacific,Hwy,Ramp,-33.30747496,151.4200755,
940,Tuggerah,Pacific,Hwy,Stairs,-33.30767799,151.4200382,
941,Turramurra,Rohini,St,Path,-33.73258953,151.1290978,
942,Turramurra,William,St,Path,-33.73287787,151.128659,
943,Turrella,Reede,St,Stairs,-33.92977422,151.1404283,
944,Unanderra,Berkeley,Rd,Stairs,-34.45480327,150.8454954,
945,Unanderra,Berkeley,Rd,Stairs,-34.45512841,150.8460834,
946,UNSW LR,High,St,Path,-33.91638284,151.2360806,
947,UNSW LR,High,St,Path,-33.91633049,151.2349932,
948,UNSW LR,High,St,Path,-33.91623769,151.2350908,
949,UNSW LR,High,St,Path,-33.91653512,151.2363424,
950,Valley Heights,Great Western,Hwy,Stairs,-33.70414867,150.5836892,
951,Valley Heights,Great Western,Hwy,Stairs,-33.70388256,150.5840807,
952,Valley Heights,Great Western,Hwy,Ramp,-33.70385585,150.5840194,
953,Victoria Street,Waller,St,Stairs,-32.75096544,151.5941378,
954,Victoria Street,Victoria,St,Stairs,-32.7511242,151.5937962,
955,Villawood,Villawood,St,Stairs,-33.88092102,150.9773626,
956,Villawood,River,Ave,Stairs,-33.88074082,150.9773471,
957,Vineyard,Bandon,Rd,Ramp,-33.65018802,150.851063,
958,Wahroonga,Redleaf,Ave,Stairs,-33.71800187,151.1175185,
959,Waitara,Alexandria,Pde,Path,-33.71028639,151.105246,
960,Waitara,Waitara,Ave,Stairs,-33.71065655,151.1049153,
961,Wallarobba,Wallarobba Brookfield,Rd,Ramp,-32.49615032,151.6956921,
962,Wansey LR,Alison,Rd,Path,-33.91105413,151.2355339,
963,Wansey LR,Alison,Rd,Path,-33.91027366,151.2348724,
964,Wansey LR,Alison,Rd,Path,-33.91103033,151.2356862,
965,Warabrook,Ring,Rd,Ramp,-32.88848678,151.709521,
966,Warabrook,Eucalyptus ,Cres,Ramp,-32.88698384,151.7111872,
967,Waratah,Platt,St,Stairs,-32.902354,151.7310238,
968,Waratah,Platt,St,Stairs,-32.90210317,151.731215,
969,Waratah Mills LR,Weston,St,Path,-33.8988126,151.1398647,
970,Waratah Mills LR,Davis,St,Path,-33.8989622,151.140003,
971,Warnervale,Warnervale,Rd,Path,-33.2473843,151.4491366,
972,Warnervale,Warnervale,Rd,Path,-33.24713278,151.4488456,
973,Warrawee,Warrawee,Ave,Path,-33.72439373,151.1220398,
974,Warrawee,Heydon,Ave,Path,-33.72454128,151.1217229,
975,Warrimoo,Railway,Pde,Stairs,-33.72132609,150.6029511,
976,Warrimoo,Great Western,Hwy,Ramp,-33.72206858,150.602657,
977,Warrimoo,Great Western,Hwy,Stairs,-33.72204408,150.6025654,
978,Warrimoo,Great Western,Hwy,Stairs,-33.721589,150.6027819,
979,Warrimoo,Great Western,Hwy,Ramp,-33.7215927,150.6027681,
980,Warwick Farm,Remembrance,Ave,Stairs,-33.91347354,150.9349611,
981,Warwick Farm,Remembrance,Ave,Lift,-33.91324659,150.9349959,
982,Warwick Farm,Warwick,St,Stairs,-33.91318088,150.9353246,
983,Warwick Farm,Warwick,St,Lift,-33.91340518,150.9352764,
984,Waterfall,Kooraban,St,Ramp,-34.13517267,150.994605,
985,Waverton,Bay,Rd,Path,-33.83756728,151.1974683,
986,Waverton,Bay,Rd,Path,-33.83761043,151.1973366,
987,Wentworth Falls,Station,St,Stairs,-33.70952535,150.3761198,
988,Wentworth Falls,Railway,Pde,Stairs,-33.70932977,150.3764898,
989,Wentworth Park LR,Wattle,St,Ramp,-33.87506758,151.1935385,
990,Wentworth Park LR,Pyrmont Bridge,Rd,Path,-33.8742417,151.1940945,
991,Wentworthville,The Kingsway,,Stairs,-33.80725292,150.972304,
992,Wentworthville,The Kingsway,,Ramp,-33.80706875,150.9718275,
993,Wentworthville,Wentworth,Ave,Stairs,-33.80686889,150.9725242,
994,Wentworthville,Wentworth,Ave,Ramp,-33.80667668,150.971932,
995,Werrington,Railway,St,Lift,-33.75920751,150.7574014,
996,Werrington,Railway,St,Stairs,-33.75924963,150.7575314,
997,Werrington,Victoria,Lane,Lift,-33.75903757,150.7574454,
998,Werrington,Victoria,Lane,Stairs,-33.7590496,150.7575668,
999,West Ryde,Railway,Pde,Stairs,-33.80746637,151.0905793,
1000,West Ryde,Railway,Pde,Lift,-33.80747159,151.0904036,
1001,West Ryde,West,Pde,Stairs,-33.8074677,151.0899608,
1002,West Ryde,West,Pde,Ramp,-33.80704425,151.0900831,
1003,West Ryde,West,Pde,Ramp,-33.80687546,151.0901576,
1004,Westmead,Alexandria,Ave,Ramp,-33.80864182,150.9876577,
1005,Westmead,Alexandria,Ave,Stairs,-33.80870858,150.9878707,
1006,Westmead,Railway,Pde,Ramp,-33.80819002,150.9877158,
1007,Westmead,Railway,Pde,Stairs,-33.80836116,150.9881873,
1008,Wiley Park,King Georges ,Rd,Ramp,-33.92270486,151.0680185,
1009,Wiley Park,King Georges ,Rd,Ramp,-33.92278182,151.0680626,
1010,Windsor,Cox,St,Path,-33.61292723,150.8090296,
1011,Windsor,George,St,Path,-33.61362381,150.8111058,
1012,Wingello,Railway,Pde,Path,-34.69233579,150.1583818,
1013,Wingello,Sydney,St,Path,-34.69201661,150.1582058,
1014,Wirragula,Dungog,Rd,Ramp,-32.46292679,151.7424687,
1015,Wolli,Discovery Point,Pl,Lift,-33.92884985,151.1538917,
1016,Wolli,Discovery Point,Pl,Stairs,-33.92882963,151.153842,
1017,Wolli,Brodie Spark,Dr,Stairs,-33.92867126,151.1544432,
1018,Wolli,Brodie Spark,Dr,Lift,-33.92868435,151.1543587,
1019,Wollongong,Station,St,Path,-34.42698795,150.8884363,
1020,Wollongong,Railway Staiton,Sq,Ramp,-34.42679193,150.8878175,
1021,Wollongong,Crown,St,Lift,-34.42645671,150.8884344,
1022,Wollongong,Crown,St,Lift,-34.42642506,150.8882201,
1023,Wollongong,Railway Staiton,Sq,Path,-34.42720865,150.8879475,
1024,Wollongong,Crown,St,Path,-34.42587253,150.8882123,
1025,Wollongong,Crown,St,Path,-34.42582725,150.8886385,
1026,Wollongong,Station,St,Stairs,-34.42673344,150.8885596,
1027,Wollstonecraft,Shirley,Rd,Ramp,-33.83245952,151.1921823,
1028,Wollstonecraft,Shirley,Rd,Path,-33.8326745,151.1917926,
1029,Wollstonecraft,Milner,Cres,Path,-33.8315907,151.1925953,
1030,Wollstonecraft,Milray,Ave,Path,-33.83146743,151.1915732,
1031,Wombarra,Morrison,Ave,Stairs,-34.27530416,150.9535083,
1032,Wombarra,Morrison,Ave,Stairs,-34.27545316,150.9536753,
1033,Wondabyne,Wondabyne Wharf,,Ramp,-33.49202131,151.2571482,
1034,Woodford,Railway,Pde,Stairs,-33.7357511,150.4821963,
1035,Woodford,Great Western,Hwy,Ramp,-33.73546893,150.4818417,
1036,Woodford,Great Western,Hwy,Ramp,-33.73526715,150.4808855,
1037,Woolooware,Swan,St N,Stairs,-34.04741225,151.1437622,
1038,Woolooware,Swan,St N,Lift,-34.04744884,151.1437013,
1039,Woolooware,Swan,St,Stairs,-34.04769831,151.1436487,
1040,Woolooware,Swan,St,Lift,-34.04765603,151.1435849,
1041,Woonona,Park,Rd,Ramp,-34.34939351,150.9153897,
1042,Woonona,Railway,Pde,Stairs,-34.34956158,150.91536,
1043,Woonona,Park,Rd,Ramp,-34.34932926,150.9151104,
1044,Woy Woy,Railway,St,Ramp,-33.48527377,151.3237255,
1045,Woy Woy,Railway,St,Lift,-33.48585711,151.3233847,
1046,Woy Woy,Railway,St,Stairs,-33.48597825,151.3232156,
1047,Woy Woy,Blackwall,Rd,Path,-33.48597397,151.324352,
1048,Wyee,Wyee,Rd,Ramp,-33.17984054,151.48724,
1049,Wyee,Gorokan,Rd,Stairs,-33.180164,151.4868566,
1050,Wynyard,Napoleon,St,Path,-33.86524696,151.20397,
1051,Wynyard,Napoleon,St,Lift,-33.86534132,151.203967,
1052,Wynyard,Clarence,St,Stairs,-33.86562889,151.2048,4
1053,Wynyard,Clarence,St,Path,-33.86564376,151.2050042,4
1054,Wynyard,York,St,Path,-33.86560119,151.2055201,3
1055,Wynyard,Clarence,St,Lift,-33.86572968,151.2050799,4
1056,Wynyard,Jamison,St,Path,-33.86445369,151.2053161,
1057,Wynyard,Carrington,St,Path,-33.86572268,151.206269,1
1058,Wynyard,Carrington,St,Lift,-33.86570502,151.2061027,1
1059,Wynyard,Carrington,St,Stairs,-33.86553906,151.2063145,1
1060,Wynyard,Carrington,St,Stairs,-33.86583394,151.2062822,1
1061,Wynyard,York,St,Stairs,-33.86575654,151.2059633,3
1062,Wynyard,York,St,Stairs,-33.86566282,151.2059726,3
1063,Wynyard LR,George,St,Path,-33.86670287,151.2070738,
1064,Wynyard LR,George,St,Path,-33.86670881,151.2072618,
1065,Wyong,Howarth,St,Lift,-33.2853325,151.4255494,
1066,Wyong,Howarth,St,Stairs,-33.28508373,151.4255992,
1067,Wyong,Pacific,Hwy,Stairs,-33.2853225,151.4251587,
1068,Wyong,Pacific,Hwy,Lift,-33.28524935,151.4252208,
1069,Yagoona,Hume,Hwy,Path,-33.90733106,151.0246767,
1070,Yennora,Railway,St,Ramp,-33.86502912,150.9707162,
1071,Yennora,Railway,St,Stairs,-33.86498836,150.9708084,
1072,Yennora,Railway,St,Stairs,-33.86488282,150.97104,
1073,Yennora,Nelson,Rd,Stairs,-33.86462082,150.9709456,
1074,Yerrinbool,Old Hume,Hwy,Path,-34.37159251,150.5434481,